What does the oceanic whitetip tend to cruise near?	2	3.3333	0	0	1	0	0	0	0	7	1	0	0	0	0	0	1	0	10	1	0	0	0	0	0	1	1	33	1	1	1	1	1	1	1	1	0	0	0	1	0	-3.224	-3.35	-3.191	-3.184	-3.655	-3.474	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	5	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0
What does the oceanic whitetip tend to near the top of the water column?	2	1.6667	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	15	1	1	0	0	0	0	1	1	33	1	1	1	1	1	1	1	1	0	0	0	1	0	-4.741	-2.995	-3.191	-3.318	-3.388	-3.474	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	1	1	0	0	1	1	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	5	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0
What prefers waters between and?	2	1.0000	0	0	1	0	0	0	1	3	1	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	17	1	1	1	0	0	0	1	1	0	0	0	1	0	-6.369	-3.248	-3.27	-5.401	-3.325	-3.322	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	5	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0
What are significantly larger than in most other shark species?	2	3.3333	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	11	1	0	0	0	0	0	1	1	17	1	1	1	0	0	0	1	1	1	0	0	1	0	-4.469	-3.099	-3.09	-3.883	-3.384	-3.355	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
What was Red Sea?	2	1.0000	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	18	1	1	1	0	0	0	1	1	1	0	1	0	0	-4.723	-2.971	-3.523	-4.333	-3.255	-3.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
What does the oceanic whitetip cover vast stretches of scanning for possible food sources?	2	3.0000	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	15	1	1	0	0	0	0	1	1	33	1	1	1	1	1	1	1	1	0	0	0	1	0	-4.557	-3.587	-3.191	-3.445	-3.754	-3.474	1	1	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	1	1	0	0	1	1	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	5	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0
What was next described by Cuban Felipe Poey in 1861 as Squalus longimanus?	2	2.0000	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	14	1	1	0	0	0	0	1	1	14	1	1	0	0	0	0	1	1	1	0	1	0	0	-4.672	-3.759	-3.598	-2.789	-3.895	-3.805	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	3	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
What is oceanic whitetip shark a stocky shark, most notable for?	2	2.6667	0	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	13	1	1	0	0	0	0	1	1	17	1	1	1	0	0	0	1	1	1	0	0	1	0	-4.168	-3.738	-3.179	-3.872	-3.862	-3.443	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	3	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0
What is its long, wing-like pectoral and dorsal fins?	2	1.0000	0	0	0	0	0	0	1	7	1	0	0	0	0	0	1	0	11	1	0	0	0	0	0	1	1	17	1	1	1	0	0	0	1	1	1	0	0	1	0	-3.7	-3.597	-3.567	-3.847	-3.739	-3.766	1	1	0	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0
What dominates feeding frenzies?	2	2.3333	0	0	1	0	0	0	1	5	1	0	0	0	0	0	1	0	5	1	0	0	0	0	0	1	0	33	1	1	1	1	1	1	1	1	0	0	0	1	0	-4.301	-4.131	-3.601	-3.94	-4.247	-3.676	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	7	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0
What pass through Belgrade?	3	1.6667	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	36	1	1	1	1	1	1	1	1	0	0	0	1	0	-4.762	-3.154	-3.29	-3.973	-3.612	-3.531	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	3	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0
What did White Fortress change among the Sarmatians, Goths, and Gepidae before it was recaptured by the Byzantine emperor Justinian?	3	1.3333	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	23	1	1	1	1	0	0	1	1	29	1	1	1	1	1	1	1	1	0	0	1	0	0	-7.104	-3.361	-3.167	-4.166	-3.58	-3.492	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	1	1	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	3	1	1	1	0	0	6	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0
What did Belgrade spread southward in?	3	2.0000	0	0	1	0	0	0	0	8	1	0	0	0	0	0	1	0	7	1	0	0	0	0	0	1	0	17	1	1	1	0	0	0	1	1	0	0	1	0	0	-2.764	-3.639	-3.137	-2.949	-3.669	-3.451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
Whose hands was city in except for three periods of occupation by the Austrians?	3	3.0000	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	15	1	1	0	0	0	0	1	1	35	1	1	1	1	1	1	1	1	1	0	1	0	0	-3.594	-3.138	-3.126	-3.525	-3.358	-3.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	1	1	1	1	1	1	1	0	0	0	0	5	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	4	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1
Where does the Pannonian Basin lie?	3	3.6667	0	0	0	0	0	0	0	7	1	0	0	0	0	0	1	0	7	1	0	0	0	0	0	1	0	21	1	1	1	1	0	0	1	1	0	0	0	1	0	-3.16	-3.684	-3.119	-3.085	-3.672	-3.433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0
What did the city grow up around an ancient fortress on?	3	2.3333	0	0	0	0	0	0	0	16	1	1	0	0	0	0	1	1	12	1	0	0	0	0	0	1	1	25	1	1	1	1	1	0	1	1	0	0	1	0	0	-3.515	-3.049	-3.223	-3.637	-3.337	-3.538	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	2	1	1	0	0	0	3	1	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	4	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0
What was the first fortress known by as Singidunum?	3	2.3333	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	10	1	0	0	0	0	0	1	1	22	1	1	1	1	0	0	1	1	1	0	1	0	0	-3.795	-2.934	-2.997	-3.401	-3.296	-3.386	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
When did a frontier town of Byzantium come under Serbian rule?	3	2.0000	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	12	1	0	0	0	0	0	1	1	20	1	1	1	0	0	0	1	1	0	0	1	0	0	-4.984	-3.439	-3.237	-3.82	-3.558	-3.437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	1	1	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0
What is the largest commercial center in both Serbia and Yugoslavia?	3	4.6667	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	12	1	0	0	0	0	0	1	1	12	1	0	0	0	0	0	1	1	1	0	0	1	0	-7.972	-2.979	-2.792	-5.068	-3.335	-3.23	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
What was built by the Celts in the 4th century BC?	3	4.0000	0	0	1	0	0	0	1	3	1	0	0	0	0	0	0	0	12	1	0	0	0	0	0	1	1	22	1	1	1	1	0	0	1	1	1	0	1	0	0	-3.634	-2.938	-2.997	-3.513	-3.484	-3.386	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
Who were given control of the citadel in 1867?	3	3.6667	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	10	1	0	0	0	0	0	1	1	21	1	1	1	1	0	0	1	1	1	0	1	0	0	-4.201	-2.852	-2.876	-3.616	-3.282	-3.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
What was a lively commercial center where goods were traded from various parts of the Ottoman Empire during the Turkish period?	3	2.6667	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	22	1	1	1	1	0	0	1	1	22	1	1	1	1	0	0	1	1	1	0	1	0	0	-7.972	-3.083	-3.183	-5.068	-3.469	-3.515	0	0	0	0	0	0	4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	1	1	1	1	1	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	3	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0
What were the Serbs given in 1867?	3	3.0000	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	8	1	0	0	0	0	0	1	0	21	1	1	1	1	0	0	1	1	1	0	1	0	0	-3.292	-3.265	-2.876	-3.323	-3.391	-3.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
